combat,durability,intelligence,name,power,speed,strength,base,id,occupation,relatives,aliases,alignment,alter-egos,full-name,publisher
72,84,63,Thunderstrike,42,70,80,-,664,"(as Thunderstrike) Adventurer, crimefighter, (as Masterson) Architect","Marcy Masterson Steele (wife, divorced), Kevin Masterson (son)",['Thor'],good,No alter egos found.,Eric Kevin Masterson,Marvel Comics
54,64,38,Thundra,26,32,81,Mobile; United Sisterhood Republic of North America,665,"Ruler, warrior","Superia (alleged ancestor), Arkon (consort) Lyra (alternate reality daughter)",['-'],good,No alter egos found.,Thundra,Marvel Comics
28,70,38,Tiger Shark,51,46,72,-,666,-,"Diane Newell (sister); Mara (wife, deceased); Walter Newell (brother-in-law);",['Arlys Tigershark'],bad,No alter egos found.,Todd Arliss,Marvel Comics
90,38,63,Tigra,33,53,32,"New York City, New York USA",667,"Laboratory assistant, model, adventurer, NYC police","Mr. Grant (father), Mrs. Grant (mother, deceased), William Nelson (husband, deceased)","['The Cat', 'Greer Sorenson']",good,No alter egos found.,Greer Grant Nelson,Marvel Comics
14,14,100,Tinkerer,10,23,10,-,668,Inventor and technician serving the underworld,"Deborah Watts Mason (wife, deceased), Rick Mason (aka Agent, son, deceased)",['-'],bad,No alter egos found.,Phineas Mason,Marvel Comics
null,null,null,Titan,null,null,null,-,669,-,-,['-'],good,No alter egos found.,,HarperCollins
28,56,50,Toad,70,58,34,-,670,Former criminal,-,['The Terrible Toad-King'],neutral,No alter egos found.,Mortimer Toynbee,Marvel Comics
70,84,56,Toxin,82,70,73,-,671,Police officer,"Gina Mulligan (wife), Edward Mulligan (son), Mr. Mulligan (father), Mrs. Mulligan (mother), Carnage (""father""), Venom (""grandfather"")",['Larry'],good,No alter egos found.,Patrick Mulligan,Marvel Comics
70,85,75,Toxin,97,42,80,-,671,Police officer,"Gina Mulligan (wife), Edward Mulligan (son), Mr. Mulligan (father), Mrs. Mulligan (mother), Carnage (""father""), Venom (""grandfather"")",['Larry'],good,No alter egos found.,Patrick Mulligan,Marvel Comics
70,84,56,Toxin,82,70,73,"New York, New York",672,"Vigilante; former symbiote hunter, shelter attendant, government operative, journalist for the Daily Globe","Carl Brock (father, estranged), Janine Brock (mother, deceased), Mary Brock (sister), Ann Weying (ex-wife, deceased), Symbiotes' relatives: Anti-Venom Symbiote (former symbiote, uncle and former brother, deceased), Venom Symbiote (former symbiote, grandfather, former brother), Agony, Phage, Riot, Lasher (uncles, former sons), Scorn (sister, former niece), Carnage (father, former son), Scream (aunt, former daughter, deceased), Hybrid (uncle, former son, deceased)","['Eddie', 'Sister Edwina', '""Ed""', 'Edwin Brock', 'Venom', 'Lethal Protector', '998th', 'Anti-Venom', 'White Venom']",good,"Anti-Venom, Venom",Eddie Brock,Anti-Venom
70,85,75,Toxin,97,42,80,"New York, New York",672,"Vigilante; former symbiote hunter, shelter attendant, government operative, journalist for the Daily Globe","Carl Brock (father, estranged), Janine Brock (mother, deceased), Mary Brock (sister), Ann Weying (ex-wife, deceased), Symbiotes' relatives: Anti-Venom Symbiote (former symbiote, uncle and former brother, deceased), Venom Symbiote (former symbiote, grandfather, former brother), Agony, Phage, Riot, Lasher (uncles, former sons), Scorn (sister, former niece), Carnage (father, former son), Scream (aunt, former daughter, deceased), Hybrid (uncle, former son, deceased)","['Eddie', 'Sister Edwina', '""Ed""', 'Edwin Brock', 'Venom', 'Lethal Protector', '998th', 'Anti-Venom', 'White Venom']",good,"Anti-Venom, Venom",Eddie Brock,Anti-Venom
null,null,null,Tracy Strauss,null,null,null,-,673,"Former aide to Senator Nathan Petrelli, Former Pinehearst consultant, former political adviser to Governor Robert Malden","Niki Sanders (estranged triplet sister, deceased), Barbara (estranged triplet sister), W. Strauss (father), Rebecca Rosenthal (mother)",['Ice Queen'],good,No alter egos found.,Tracy Strauss,NBC - Heroes
null,null,null,Trickster,null,null,null,Keystone City,674,"Special effects designer, con artist",-,['James Jesse'],-,No alter egos found.,Giovanni Giuseppe,DC Comics
null,null,null,Trigon,null,null,99,-,675,-,"Belial (son), Ruskoff (son), Suge (son), Raven (daughter)","['Lucifer', 'Satan,The Devil', 'Lord Trigon', 'Master Trigon', 'King Trigon', 'Conqueror of Worlds', 'Ruler of the Five Under Realms']",bad,No alter egos found.,,DC Comics
42,42,63,Triplicate Girl,44,23,10,"Earth, 31st century",676,-,-,"['Duo Damsel', 'Una', 'Triad']",good,No alter egos found.,Luornu Durgo,DC Comics
55,65,56,Triton,35,50,63,-,677,-,"Mander, Azur (parents, deceased), Karnak (brother, deceased), Magnar, Zeta (paternal grandparents), Kobar, La (maternal grandparents), Rynda (paternal aunt), Ambur (maternal aunt) ,Black Bolt, Maximus, Medusa, Crystal (cousins)",['-'],good,No alter egos found.,Triton,Marvel Comics
28,14,88,Two-Face,9,12,10,-,678,Reformed criminal; former district attorney,"Duela Dent (Daughter), Gilda Dent (Wife), Poison Ivy (Fianc�e), Rachel Dawes (Girlfriend)",['Apollo'],bad,No alter egos found.,Harvey Dent,DC Comics
80,70,50,Ultragirl,35,35,80,-,679,Model,Toby Sherman (father),"['Suzy Sherman', 'Ultra-Girl']",good,No alter egos found.,Tsu-Zana,Marvel Comics
64,100,88,Ultron,100,42,83,-,680,"Mass murderer, scientist, would-be world conqueror, ruler of Phalanx","Hank Pym (Yellowjacket, creator, ""father""), Janet Van Dyne (Wasp, regarded by Ultron as ""mother"" due to marriage to Pym), Jocasta (creation, former mate), Alkhema (creation, former mate, deactivated), Vision (creation, ""son""), Victor Mancha (creation, son), Rex (creation, pet, deactivated), Robos & Bio-Synthezoids (creations of Alkhema, ""grandchildren"";, destroyed); Simon Williams (Wonder Man), Eric Williams (Grim Reaper) & Wanda Maximoff (Scarlet Witch), all regarded by Ultron as part of his ""extended family"" due to their familial connections with the Vision","['Crimson Cowl', 'Great Devil', 'Great Ultron', 'Iron Man', 'Mark', 'Omega', 'Ultimate Ultron', 'Ultron-5 (and hundreds of other sequential numerical designations)', 'Ultron Mark Twelve', 'Ho Yinsen']",bad,No alter egos found.,Ultron,Marvel Comics
64,84,50,Utgard-Loki,85,23,80,-,681,Monarch,-,['-'],bad,No alter egos found.,,Marvel Comics
null,null,null,Vagabond,null,null,null,Mobile,682,Adventurer,Phil (brother),['-'],good,No alter egos found.,Priscilla Lyons,Marvel Comics
null,null,null,Valerie Hart,null,null,null,Toronto,683,"Vigilante, Superhero",-,['-'],good,No alter egos found.,,Team Epic TV
null,null,null,Valkyrie,null,null,94,"Asgard, later New York City area, later Defenders Mansion, Colorado.",684,"Chooser of the Slain, Adventurer",-,"['Barbara Norriss', 'Samantha Parrington']",good,No alter egos found.,Brunnhilde (also spelled Brunnhilda),Marvel Comics
42,56,63,Vanisher,61,75,10,"former) Factor Three headquarters, Europe; Beat Street Club, New York City",685,"Professional criminal, former subversive",-,['Telford Porter'],bad,No alter egos found.,,Marvel Comics
100,95,81,Vegeta,100,92,100,-,686,-,-,"['Prince Vegeta', 'The Saiyan Prince', 'The Prince of all Saiyans', 'Majin Vegeta', 'Bejiita', 'Bejiita no Ouji', 'Vejita', 'Vegita', 'Captain Vegeta', 'Vegeta-Sama', 'Makita (Hebrew dub)', 'Bezita (Malaysian dub)', 'Super Vegeta']",bad,No alter egos found.,Vegeta,Shueisha
84,84,75,Venom,86,65,57,"New York, New York",687,"Vigilante; former journalist for the Daily Globe, government operative","Eddie Brock: Carl Brock (father), Jamie Brock (mother), Anne Weying (She-Venom, ex wife, deceased); Venom symbiote: Carnage (bonded to Cletus Kasidy, 1st generation offspring), five forced offspring - one independant (bonded to Donna, last name unrevealed, 1st generation offspring), four forming a composite symbiote (Hybrid (bonded to Scott Washington, 1st generation offspring), Toxin (bonded to Patrick Mulligan, 2nd generation offspring)",['-'],bad,"Anti-Venom, Toxin",Eddie Brock,Anti-Venom
56,70,50,Venom II,54,47,57,-,688,-,"Vincente Paolo Fortunato (father), unidentified mother (deceased), Giacomo Fortunato (Jimmy-Six, brother), Anna Fortunato (sister), Mary Fortunato (sister-in-law), James Fortunato (nephew), other unidentified neices or nephews",['-'],bad,No alter egos found.,Angelo Fortunato,Marvel Comics
56,90,63,Venom III,73,35,73,-,689,"Government operative; former professional criminal, private eye",-,['Scorpion'],bad,Scorpion,MacDonald Gargan,Scorpion
100,100,69,Venompool,100,63,57,-,690,Conqueror; Adventurer,-,['Deadpool'],-,"Deadpool, Evil Deadpool",Wade Wilson,Deadpool
null,null,null,Vertigo II,null,null,null,"Formerly the Savage Land, now mobile",691,Assassin,-,['-'],good,Blaquesmith,-,Blaquesmith
30,30,50,Vibe,99,17,10,-,692,-,"Rapture (Armando Ramon, brother), Dante Ramon (brother)",['-'],good,No alter egos found.,Cisco Ramon,DC Comics
70,64,63,Vindicator,58,53,63,"Ottawa, Canada",693,"former secretary, researcher","Guardian, husband",['Guardian'],good,Vindicator II,Heather Hudson,Vindicator II
null,null,null,Vindicator,null,null,null,"Ottawa, Canada",693,"former secretary, researcher","Guardian, husband",['Guardian'],good,Vindicator II,Heather Hudson,Vindicator II
70,64,63,Vindicator,58,53,63,-,694,-,-,['-'],good,No alter egos found.,Dr. James McDonald Hudson,Marvel Comics
null,null,null,Vindicator,null,null,null,-,694,-,-,['-'],good,No alter egos found.,Dr. James McDonald Hudson,Marvel Comics
null,null,null,Violator,null,null,53,-,695,-,-,['The Clown'],bad,No alter egos found.,,Image Comics
15,50,56,Violet Parr,79,13,9,-,696,-,"Robert Parr (Mr Incredible, father), Helen Parr (Elastigirl, mother), Dashiel Parr(Dash, brother), Jack-jack (brother)","['Vi (nickname)', 'The Queen of the Unseen', 'Invisagirl (InvisaVi)']",good,No alter egos found.,Violet Parr,Dark Horse Comics
70,95,100,Vision,100,54,72,"Mobile. Formerly Avengers Mansion, New York City and Avengers Compound",697,-,"Wanda Maximoff (Scarlet Witch, ex-wife), Thomas Shepherd (Speed, son), William Kaplan (Wiccan, son), Ultron (""father""), Henry Pym (Ant-Man, ""grandfather""), Pietro Maximoff (Quicksilver, ex-brother-in-law), Erik Magnus Lensher (Magneto, ex-father-in-law), Jocasta (fellow creation, ""sister""), Simon Williams (Wonder Man, ""brother""), Victor Mancha (fellow creation, half brother), Alkhema (fellow creation, ""stepmother"")",['Victor Shade'],good,"Anti-Vision, Vision II",Vision,Anti-Vision
null,null,null,Vision II,null,null,null,"Avengers Mansion, New York City",698,Adventurer,-,"['Victor Shade', 'Ghost of Stone']",good,"Anti-Vision, Vision",Vision,Anti-Vision
25,50,50,Vixen,62,50,38,-,699,Former Model,"Reverend Richard Jiwe (father, deceased), Jeanne-Mari Jiwe (mother, deceased), General Mustapha Maksai (uncle, deceased), Tantu (ancestor)",['-'],good,No alter egos found.,Mari McCabe,DC Comics
null,null,null,Vulcan,null,null,56,-,700,-,"Philip Summers (grandfather), Deborah Summers (grandmother), Christopher Summers (Father), Katherine Anne Summers (Mother), Scott Summers (Cyclops, brother), Alexander Summers (Havok, brother), Jean Grey-Summers (Phoenix, sister-in-law, deceased), Madelyne Pryor-Summers (ex-sister-in-law, deceased), Nathan Christopher Summers (Cable, nephew), Aliya Jenskot (niece-in-law, deceased), Tyler Dayspring (Genesis, grandnephew, deceased), Stryfe (clone nephew, deceased), Rachel Summers (Marvel Girl, alternate timeline niece)",['Kid Vulcan'],good,No alter egos found.,Gabriel Summers,Marvel Comics
30,25,75,Vulture,26,42,22,-,701,Professional criminal; formerly electronics engineer,"Marcus (brother, possibly deceased), Malachi Toomes (nephew, deceased), Valeria Toomes (daughter), unnamed son, Ramona (daughter-in-law), unnamed grandson",['-'],bad,No alter egos found.,Adrian Toomes,Marvel Comics
20,50,50,Walrus,11,8,28,-,702,Cab driver,Humbert Carpenter (uncle),['-'],bad,No alter egos found.,Hubert Carpent,Marvel Comics
85,100,63,War Machine,100,63,80,-,703,"Initiative instructor, adventurer, government agent; formerly: Sentinel Squad O*N*E combat instructor, soldier, pilot","David Rhodes (father), Roberta Rhodes (mother), Jeanette Rhodes (sister, deceased), Josh (uncle, last name unrevealed), unnamed alleged son","['Rhodey', 'Iron Man', 'Jim Rhodes']",good,No alter egos found.,James Rupert Rhodes,Marvel Comics
null,null,null,Warbird,null,null,null,Avengers Mansion,704,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.","Joseph (father), Marie (mother), Steve (brother, deceased),","['Ms. Marvel', 'Binary']",good,"Binary, Captain Marvel",Carol Danvers,Binary
95,95,88,Warlock,71,79,36,"Counter-Earth, later mobile",705,"Avenger, savior of worlds",-,"['Him', '(in an alternate future) the Magus']",good,No alter egos found.,Adam Warlock,Marvel Comics
50,28,38,Warp,85,23,10,-,706,-,-,['-'],bad,No alter egos found.,Emil LaSalle,DC Comics
84,70,38,Warpath,26,47,72,-,707,Adventurer,"Thunderbird (John Proudstar, brother, deceased), Maria Proudstar (mother, deceased), Neal Proudstar (father, deceased)",['Thunderbird'],good,Thunderbird II,James Proudstar,Thunderbird II
42,52,63,Wasp,29,58,17,Avengers Mansion,708,"Adventurer, fashion designer, independently wealthy socialite","Vernon Van Dyne (father, deceased), unnamed mother (deceased), Henry ""Hank"" Pym (ex-husband)",['Pixie'],good,No alter egos found.,Janet Van Dyne,Marvel Comics
56,89,100,Watcher,100,67,80,-,709,-,"Ikor (father); Aron (nephew); Qyre, Zoma (cousins)",['-'],good,No alter egos found.,Uatu,Marvel Comics
null,null,null,Weapon XI,null,null,null,-,710,-,-,['weapon 10'],bad,No alter egos found.,Weapon XI,Marvel Comics
90,15,63,White Canary,49,33,7,-,711,-,-,"['Silk Sister', 'Sara Lance']",bad,No alter egos found.,,DC Comics
null,null,null,White Queen,null,null,null,"Xavier Institute, Salem Center, Westchester, New York; formerly Massachusetts Academy",712,"Co-Headmistress of Xavier Institute, Chairperson of the Board and Chief Executive of Frost International","Winston (father), Hazel (mother), Cordelia (sister), Adrienne (sister, deceased), Christian (brother), Steven (brother-in-law, deceased), Jocasta (cousin)",['White Queen'],good,No alter egos found.,Emma Grace Frost,Marvel Comics
42,100,50,Wildfire,77,23,32,-,713,-,-,"['ERG-1', ""Atom'x"", 'Randall Burroughs', 'Jahr-Drake Nigle']",good,No alter egos found.,Drake Burroughs,DC Comics
84,65,56,Winter Soldier,60,35,32,-,714,"Adventurer; former SHIELD operative, Assassin (See Note under ""Winter Soldier"" article), Army Mascot, Student","George M. Barnes (father, deceased), Winifred C. Barnes (mother, deceased), Rebecca P. Barnes Proctor (sister), Ida (aunt, presumed deceased), Mr. Proctor (brother-in-law), unidentified niece and nephew, Scott Proctor (grandnephew), Kimberly Proctor (grandniece)","['Bucky', 'Captain America']",good,No alter egos found.,Bucky Barnes,Marvel Comics
null,null,null,Wiz Kid,null,null,null,"Saint Simons Academy, New Hampshire",715,Student,Unnamed parents deceased,['-'],good,No alter egos found.,Takashi Matsuya,Marvel Comics
42,42,38,Wolfsbane,26,35,16,"(current) X-Factor Investigations, New York City (former)Professor Xavier's School of Gifted Youngsters, Salem Center, Westchester County, New York; Muir Island, Scotland; X-Factor headquarters, Embassy Row, Washington, D.C.; X-Factor Headquarters, New Yo",716,Teacher,"Reverand Craig (father), Moira MacTaggert (surrogate mother, deceased)","['Grimfang', 'Mutate #490']",good,No alter egos found.,Rahne Sinclair,Marvel Comics
100,100,63,Wolverine,89,50,32,"Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City",717,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)","['Weapon X', 'Weapon Ten', 'Death', 'Mutate 9601', 'Jim Logan', 'Emilio Garra', 'Weapon Chi', 'Experiment X', 'Agent Ten', 'Peter Richards', 'Mai kethLogan', 'Mr. Patch']",good,No alter egos found.,Logan,Marvel Comics
60,80,75,Wonder Girl,39,25,90,-,718,-,-,"['Cassandra Sandsmark', 'Cassie', 'Helen Troy', 'Wonder Woman', 'Cassie Sandsmark']",good,No alter egos found.,Cassandra Elizabeth Sandsmark,DC Comics
64,90,75,Wonder Man,64,53,100,Mobile,719,"Former industrialist, now stuntman, actor, adventurer","Sanford (father, deceased) Martha (mother), Eric (alias the Grim Reaper, brother, deceased), Vision II ('brother')","['Wondie', 'JQ-272712-K']",good,No alter egos found.,Simon Williams,Marvel Comics
100,100,88,Wonder Woman,100,79,100,-,720,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth","Queen Hippolyta (mother, deceased), Donna Troy (Troia) (magically-created duplicate)","['Princess Diana', 'Princess of the Amazons', 'Goddess of Truth', ' Wondy', 'Wonder Girl', 'The Amazon Princess']",good,No alter egos found.,Diana Prince,DC Comics
null,null,null,Wondra,null,null,null,-,721,-,-,['-'],good,No alter egos found.,,Marvel Comics
56,1,10,Wyatt Wingfoot,1,12,10,"Fantastic Four headquarters, New York City, and Keewazi Reservation, Oklahoma",722,Occasional adventurer,"Will Wingfoot (father, deceased), Chief Silent Fox (grandfather, deceased)",['-'],good,No alter egos found.,Wyatt Wingfoot,Marvel Comics
95,100,75,X-23,55,42,24,"Mobile. Formerly Avengers Mansion, New York City and Avengers Compound",723,"Adventurer, Student, former; Assassin, Prostitute","Sarah Kinney (surrogate mother, deceased), James Howlett (Wolverine, genetic progenitor)","['Laura Logan', 'Laura Howlett', 'Laura X', 'Talon', 'Wolverine', 'X23']",good,No alter egos found.,Laura Kinney,Marvel Comics
84,95,88,X-Man,100,53,53,-,724,"Former shaman, adventurer, freedom fighter","Scott Summers of Earth-295 (Cyclops, genetic template), Jean Grey of Earth-295 (genetic template)",['Nate the Great'],good,No alter egos found.,Nate Grey,Marvel Comics
